Country,Year_Week,Cases,Y_M
Cambodia,2010-23,1,2010-6
China,2010-23,31,2010-6
Georgia,2010-23,0,2010-6
India,2010-23,14,2010-6
Indonesia,2010-23,0,2010-6
Iran (Islamic Republic of),2010-23,0,2010-6
Iraq,2010-23,0,2010-6
Israel,2010-23,NA,2010-6
Japan,2010-23,9,2010-6
Jordan,2010-23,NA,2010-6
Kazakhstan,2010-23,0,2010-6
Kyrgyzstan,2010-23,0,2010-6
Lao People's Democratic Republic,2010-23,NA,2010-6
Malaysia,2010-23,0,2010-6
Mongolia,2010-23,0,2010-6
Nepal,2010-23,NA,2010-6
Oman,2010-23,0,2010-6
Pakistan,2010-23,0,2010-6
Philippines,2010-23,4,2010-6
Qatar,2010-23,NA,2010-6
Republic of Korea,2010-23,0,2010-6
Singapore,2010-23,69,2010-6
Sri Lanka,2010-23,0,2010-6
Syrian Arab Republic,2010-23,NA,2010-6
Thailand,2010-23,3,2010-6
Turkey,2010-23,NA,2010-6
Viet Nam,2010-23,0,2010-6
Afghanistan,2010-24,0,2010-6
Armenia,2010-24,NA,2010-6
Azerbaijan,2010-24,NA,2010-6
Bahrain,2010-24,NA,2010-6
Bangladesh,2010-24,6,2010-6
Bhutan,2010-24,NA,2010-6
Cambodia,2010-24,2,2010-6
China,2010-24,15,2010-6
Georgia,2010-24,0,2010-6
India,2010-24,17,2010-6
Indonesia,2010-24,1,2010-6
Iran (Islamic Republic of),2010-24,0,2010-6
Iraq,2010-24,0,2010-6
Israel,2010-24,NA,2010-6
Japan,2010-24,7,2010-6
Jordan,2010-24,NA,2010-6
Kazakhstan,2010-24,0,2010-6
Kyrgyzstan,2010-24,0,2010-6
Lao People's Democratic Republic,2010-24,NA,2010-6
Malaysia,2010-24,0,2010-6
Mongolia,2010-24,0,2010-6
Nepal,2010-24,NA,2010-6
Oman,2010-24,0,2010-6
Pakistan,2010-24,0,2010-6
Philippines,2010-24,12,2010-6
Qatar,2010-24,NA,2010-6
Republic of Korea,2010-24,0,2010-6
Singapore,2010-24,31,2010-6
Sri Lanka,2010-24,0,2010-6
Syrian Arab Republic,2010-24,NA,2010-6
Thailand,2010-24,4,2010-6
Turkey,2010-24,NA,2010-6
Viet Nam,2010-24,0,2010-6
Afghanistan,2010-25,1,2010-6
Armenia,2010-25,NA,2010-6
Azerbaijan,2010-25,NA,2010-6
Bahrain,2010-25,NA,2010-6
Bangladesh,2010-25,8,2010-6
Bhutan,2010-25,NA,2010-6
Cambodia,2010-25,1,2010-6
China,2010-25,24,2010-6
Georgia,2010-25,0,2010-6
India,2010-25,35,2010-6
Indonesia,2010-25,0,2010-6
Iran (Islamic Republic of),2010-25,0,2010-6
Iraq,2010-25,0,2010-6
Israel,2010-25,NA,2010-6
Japan,2010-25,2,2010-6
Jordan,2010-25,NA,2010-6
Kazakhstan,2010-25,0,2010-6
Kyrgyzstan,2010-25,0,2010-6
Lao People's Democratic Republic,2010-25,NA,2010-6
Malaysia,2010-25,0,2010-6
Mongolia,2010-25,0,2010-6
Nepal,2010-25,NA,2010-6
Oman,2010-25,0,2010-6
Pakistan,2010-25,0,2010-6
Philippines,2010-25,17,2010-6
Qatar,2010-25,NA,2010-6
Republic of Korea,2010-25,1,2010-6
Singapore,2010-25,20,2010-6
Sri Lanka,2010-25,0,2010-6
Syrian Arab Republic,2010-25,NA,2010-6
Thailand,2010-25,3,2010-6
Turkey,2010-25,NA,2010-6
Viet Nam,2010-25,1,2010-6
Afghanistan,2010-26,0,2010-6
Armenia,2010-26,NA,2010-6
Azerbaijan,2010-26,NA,2010-6
Bahrain,2010-26,NA,2010-6
Bangladesh,2010-26,10,2010-6
Bhutan,2010-26,NA,2010-6
Cambodia,2010-26,10,2010-6
China,2010-26,32,2010-6
Georgia,2010-26,NA,2010-6
India,2010-26,54,2010-6
Indonesia,2010-26,1,2010-6
Iran (Islamic Republic of),2010-26,0,2010-6
Iraq,2010-26,0,2010-6
Israel,2010-26,NA,2010-6
Japan,2010-26,6,2010-6
Jordan,2010-26,NA,2010-6
Kazakhstan,2010-26,0,2010-6
Kyrgyzstan,2010-26,0,2010-6
Lao People's Democratic Republic,2010-26,NA,2010-6
Malaysia,2010-26,2,2010-6
Mongolia,2010-26,0,2010-6
Nepal,2010-26,NA,2010-6
Oman,2010-26,0,2010-6
Pakistan,2010-26,0,2010-6
Philippines,2010-26,30,2010-6
Qatar,2010-26,NA,2010-6
Republic of Korea,2010-26,0,2010-6
Singapore,2010-26,21,2010-6
Sri Lanka,2010-26,0,2010-6
Syrian Arab Republic,2010-26,NA,2010-6
Thailand,2010-26,9,2010-6
Turkey,2010-26,NA,2010-6
Viet Nam,2010-26,0,2010-6
Afghanistan,2010-27,0,2010-7
Armenia,2010-27,NA,2010-7
Azerbaijan,2010-27,NA,2010-7
Bahrain,2010-27,NA,2010-7
Bangladesh,2010-27,7,2010-7
Bhutan,2010-27,NA,2010-7
Cambodia,2010-27,13,2010-7
China,2010-27,55,2010-7
Georgia,2010-27,NA,2010-7
India,2010-27,94,2010-7
Indonesia,2010-27,0,2010-7
Iran (Islamic Republic of),2010-27,0,2010-7
Iraq,2010-27,0,2010-7
Israel,2010-27,NA,2010-7
Japan,2010-27,10,2010-7
Jordan,2010-27,NA,2010-7
Kazakhstan,2010-27,0,2010-7
Kyrgyzstan,2010-27,0,2010-7
Lao People's Democratic Republic,2010-27,NA,2010-7
Malaysia,2010-27,3,2010-7
Mongolia,2010-27,0,2010-7
Nepal,2010-27,NA,2010-7
Oman,2010-27,0,2010-7
Pakistan,2010-27,0,2010-7
Philippines,2010-27,32,2010-7
Qatar,2010-27,NA,2010-7
Republic of Korea,2010-27,0,2010-7
Singapore,2010-27,21,2010-7
Sri Lanka,2010-27,0,2010-7
Syrian Arab Republic,2010-27,NA,2010-7
Thailand,2010-27,2,2010-7
Turkey,2010-27,NA,2010-7
Viet Nam,2010-27,0,2010-7
Afghanistan,2010-28,0,2010-7
Armenia,2010-28,NA,2010-7
Azerbaijan,2010-28,NA,2010-7
Bahrain,2010-28,NA,2010-7
Bangladesh,2010-28,12,2010-7
Bhutan,2010-28,NA,2010-7
Cambodia,2010-28,15,2010-7
China,2010-28,66,2010-7
Georgia,2010-28,NA,2010-7
India,2010-28,104,2010-7
Indonesia,2010-28,1,2010-7
Iran (Islamic Republic of),2010-28,0,2010-7
Iraq,2010-28,0,2010-7
Israel,2010-28,NA,2010-7
Japan,2010-28,7,2010-7
Jordan,2010-28,NA,2010-7
Kazakhstan,2010-28,0,2010-7
Kyrgyzstan,2010-28,0,2010-7
Lao People's Democratic Republic,2010-28,NA,2010-7
Malaysia,2010-28,2,2010-7
Mongolia,2010-28,0,2010-7
Nepal,2010-28,NA,2010-7
Oman,2010-28,3,2010-7
Pakistan,2010-28,0,2010-7
Philippines,2010-28,53,2010-7
Qatar,2010-28,NA,2010-7
Republic of Korea,2010-28,0,2010-7
Singapore,2010-28,19,2010-7
Sri Lanka,2010-28,0,2010-7
Syrian Arab Republic,2010-28,NA,2010-7
Thailand,2010-28,17,2010-7
Turkey,2010-28,NA,2010-7
Viet Nam,2010-28,1,2010-7
Afghanistan,2010-29,0,2010-7
Armenia,2010-29,NA,2010-7
Azerbaijan,2010-29,NA,2010-7
Bahrain,2010-29,NA,2010-7
Bangladesh,2010-29,11,2010-7
Bhutan,2010-29,NA,2010-7
Cambodia,2010-29,22,2010-7
China,2010-29,77,2010-7
Georgia,2010-29,NA,2010-7
India,2010-29,232,2010-7
Indonesia,2010-29,1,2010-7
Iran (Islamic Republic of),2010-29,0,2010-7
Iraq,2010-29,0,2010-7
Israel,2010-29,NA,2010-7
Japan,2010-29,4,2010-7
Jordan,2010-29,NA,2010-7
Kazakhstan,2010-29,0,2010-7
Kyrgyzstan,2010-29,0,2010-7
Lao People's Democratic Republic,2010-29,NA,2010-7
Malaysia,2010-29,1,2010-7
Mongolia,2010-29,0,2010-7
Nepal,2010-29,NA,2010-7
Oman,2010-29,1,2010-7
Pakistan,2010-29,0,2010-7
Philippines,2010-29,31,2010-7
Qatar,2010-29,NA,2010-7
Republic of Korea,2010-29,0,2010-7
Singapore,2010-29,8,2010-7
Sri Lanka,2010-29,0,2010-7
Syrian Arab Republic,2010-29,NA,2010-7
Thailand,2010-29,16,2010-7
Turkey,2010-29,NA,2010-7
Viet Nam,2010-29,4,2010-7
Afghanistan,2010-30,0,2010-7
Armenia,2010-30,NA,2010-7
Azerbaijan,2010-30,NA,2010-7
Bahrain,2010-30,NA,2010-7
Bangladesh,2010-30,13,2010-7
Bhutan,2010-30,NA,2010-7
Cambodia,2010-30,16,2010-7
China,2010-30,60,2010-7
Georgia,2010-30,NA,2010-7
India,2010-30,310,2010-7
Indonesia,2010-30,0,2010-7
Iran (Islamic Republic of),2010-30,0,2010-7
Iraq,2010-30,1,2010-7
Israel,2010-30,NA,2010-7
Japan,2010-30,2,2010-7
Jordan,2010-30,NA,2010-7
Kazakhstan,2010-30,0,2010-7
Kyrgyzstan,2010-30,0,2010-7
Lao People's Democratic Republic,2010-30,NA,2010-7
Malaysia,2010-30,4,2010-7
Mongolia,2010-30,0,2010-7
Nepal,2010-30,NA,2010-7
Oman,2010-30,5,2010-7
Pakistan,2010-30,0,2010-7
Philippines,2010-30,54,2010-7
Qatar,2010-30,NA,2010-7
Republic of Korea,2010-30,0,2010-7
Singapore,2010-30,14,2010-7
Sri Lanka,2010-30,0,2010-7
Syrian Arab Republic,2010-30,NA,2010-7
Thailand,2010-30,14,2010-7
Turkey,2010-30,NA,2010-7
Viet Nam,2010-30,0,2010-7
Afghanistan,2010-31,0,2010-8
Armenia,2010-31,NA,2010-8
Azerbaijan,2010-31,NA,2010-8
Bahrain,2010-31,NA,2010-8
Bangladesh,2010-31,5,2010-8
Bhutan,2010-31,NA,2010-8
Cambodia,2010-31,9,2010-8
China,2010-31,92,2010-8
Georgia,2010-31,NA,2010-8
India,2010-31,428,2010-8
Indonesia,2010-31,0,2010-8
Iran (Islamic Republic of),2010-31,0,2010-8
Iraq,2010-31,0,2010-8
Israel,2010-31,NA,2010-8
Japan,2010-31,10,2010-8
Jordan,2010-31,NA,2010-8
Kazakhstan,2010-31,NA,2010-8
Kyrgyzstan,2010-31,0,2010-8
Lao People's Democratic Republic,2010-31,NA,2010-8
Malaysia,2010-31,0,2010-8
Mongolia,2010-31,0,2010-8
Nepal,2010-31,NA,2010-8
Oman,2010-31,10,2010-8
Pakistan,2010-31,0,2010-8
Philippines,2010-31,34,2010-8
Qatar,2010-31,NA,2010-8
Republic of Korea,2010-31,0,2010-8
Singapore,2010-31,6,2010-8
Sri Lanka,2010-31,0,2010-8
Syrian Arab Republic,2010-31,NA,2010-8
Thailand,2010-31,28,2010-8
Turkey,2010-31,NA,2010-8
Viet Nam,2010-31,0,2010-8
Afghanistan,2010-32,0,2010-8
Armenia,2010-32,NA,2010-8
Azerbaijan,2010-32,NA,2010-8
Bahrain,2010-32,NA,2010-8
Bangladesh,2010-32,18,2010-8
Bhutan,2010-32,NA,2010-8
Cambodia,2010-32,6,2010-8
China,2010-32,110,2010-8
Georgia,2010-32,NA,2010-8
India,2010-32,491,2010-8
Indonesia,2010-32,1,2010-8
Iran (Islamic Republic of),2010-32,0,2010-8
Iraq,2010-32,0,2010-8
Israel,2010-32,NA,2010-8
Japan,2010-32,12,2010-8
Jordan,2010-32,NA,2010-8
Kazakhstan,2010-32,0,2010-8
Kyrgyzstan,2010-32,0,2010-8
Lao People's Democratic Republic,2010-32,NA,2010-8
Malaysia,2010-32,2,2010-8
Mongolia,2010-32,0,2010-8
Nepal,2010-32,NA,2010-8
Oman,2010-32,1,2010-8
Pakistan,2010-32,0,2010-8
Philippines,2010-32,32,2010-8
Qatar,2010-32,NA,2010-8
Republic of Korea,2010-32,0,2010-8
Singapore,2010-32,8,2010-8
Sri Lanka,2010-32,0,2010-8
Syrian Arab Republic,2010-32,NA,2010-8
Thailand,2010-32,27,2010-8
Turkey,2010-32,NA,2010-8
Viet Nam,2010-32,1,2010-8
Afghanistan,2010-33,0,2010-8
Armenia,2010-33,NA,2010-8
Azerbaijan,2010-33,NA,2010-8
Bahrain,2010-33,NA,2010-8
Bangladesh,2010-33,12,2010-8
Bhutan,2010-33,NA,2010-8
Cambodia,2010-33,5,2010-8
China,2010-33,69,2010-8
Georgia,2010-33,NA,2010-8
India,2010-33,422,2010-8
Indonesia,2010-33,0,2010-8
Iran (Islamic Republic of),2010-33,0,2010-8
Iraq,2010-33,0,2010-8
Israel,2010-33,NA,2010-8
Japan,2010-33,4,2010-8
Jordan,2010-33,NA,2010-8
Kazakhstan,2010-33,0,2010-8
Kyrgyzstan,2010-33,0,2010-8
Lao People's Democratic Republic,2010-33,NA,2010-8
Malaysia,2010-33,0,2010-8
Mongolia,2010-33,0,2010-8
Nepal,2010-33,NA,2010-8
Oman,2010-33,6,2010-8
Pakistan,2010-33,0,2010-8
Philippines,2010-33,23,2010-8
Qatar,2010-33,NA,2010-8
Republic of Korea,2010-33,0,2010-8
Singapore,2010-33,11,2010-8
Sri Lanka,2010-33,0,2010-8
Syrian Arab Republic,2010-33,NA,2010-8
Thailand,2010-33,43,2010-8
Turkey,2010-33,NA,2010-8
Viet Nam,2010-33,0,2010-8
Afghanistan,2010-34,0,2010-8
Armenia,2010-34,NA,2010-8
Azerbaijan,2010-34,NA,2010-8
Bahrain,2010-34,NA,2010-8
Bangladesh,2010-34,4,2010-8
Bhutan,2010-34,NA,2010-8
Cambodia,2010-34,4,2010-8
China,2010-34,72,2010-8
Georgia,2010-34,NA,2010-8
India,2010-34,389,2010-8
Indonesia,2010-34,0,2010-8
Iran (Islamic Republic of),2010-34,0,2010-8
Iraq,2010-34,0,2010-8
Israel,2010-34,NA,2010-8
Japan,2010-34,6,2010-8
Jordan,2010-34,NA,2010-8
Kazakhstan,2010-34,0,2010-8
Kyrgyzstan,2010-34,0,2010-8
Lao People's Democratic Republic,2010-34,NA,2010-8
Malaysia,2010-34,0,2010-8
Mongolia,2010-34,0,2010-8
Nepal,2010-34,NA,2010-8
Oman,2010-34,7,2010-8
Pakistan,2010-34,0,2010-8
Philippines,2010-34,36,2010-8
Qatar,2010-34,NA,2010-8
Republic of Korea,2010-34,0,2010-8
Singapore,2010-34,7,2010-8
Sri Lanka,2010-34,0,2010-8
Syrian Arab Republic,2010-34,NA,2010-8
Thailand,2010-34,65,2010-8
Turkey,2010-34,NA,2010-8
Viet Nam,2010-34,1,2010-8
Afghanistan,2010-35,0,2010-8
Armenia,2010-35,NA,2010-8
Azerbaijan,2010-35,NA,2010-8
Bahrain,2010-35,NA,2010-8
Bangladesh,2010-35,5,2010-8
Bhutan,2010-35,NA,2010-8
Cambodia,2010-35,3,2010-8
China,2010-35,59,2010-8
Georgia,2010-35,0,2010-8
India,2010-35,286,2010-8
Indonesia,2010-35,0,2010-8
Iran (Islamic Republic of),2010-35,0,2010-8
Iraq,2010-35,0,2010-8
Israel,2010-35,NA,2010-8
Japan,2010-35,8,2010-8
Jordan,2010-35,NA,2010-8
Kazakhstan,2010-35,0,2010-8
Kyrgyzstan,2010-35,0,2010-8
Lao People's Democratic Republic,2010-35,NA,2010-8
Malaysia,2010-35,0,2010-8
Mongolia,2010-35,0,2010-8
Nepal,2010-35,NA,2010-8
Oman,2010-35,11,2010-8
Pakistan,2010-35,0,2010-8
Philippines,2010-35,15,2010-8
Qatar,2010-35,NA,2010-8
Republic of Korea,2010-35,1,2010-8
Singapore,2010-35,13,2010-8
Sri Lanka,2010-35,0,2010-8
Syrian Arab Republic,2010-35,NA,2010-8
Thailand,2010-35,79,2010-8
Turkey,2010-35,NA,2010-8
Viet Nam,2010-35,0,2010-8
Afghanistan,2010-36,0,2010-9
Armenia,2010-36,NA,2010-9
Azerbaijan,2010-36,NA,2010-9
Bahrain,2010-36,NA,2010-9
Bangladesh,2010-36,1,2010-9
Bhutan,2010-36,NA,2010-9
Cambodia,2010-36,8,2010-9
China,2010-36,42,2010-9
Georgia,2010-36,0,2010-9
India,2010-36,204,2010-9
Indonesia,2010-36,0,2010-9
Iran (Islamic Republic of),2010-36,0,2010-9
Iraq,2010-36,0,2010-9
Israel,2010-36,NA,2010-9
Japan,2010-36,23,2010-9
Jordan,2010-36,NA,2010-9
Kazakhstan,2010-36,NA,2010-9
Kyrgyzstan,2010-36,0,2010-9
Lao People's Democratic Republic,2010-36,NA,2010-9
Malaysia,2010-36,0,2010-9
Mongolia,2010-36,0,2010-9
Nepal,2010-36,NA,2010-9
Oman,2010-36,11,2010-9
Pakistan,2010-36,0,2010-9
Philippines,2010-36,2,2010-9
Qatar,2010-36,NA,2010-9
Republic of Korea,2010-36,0,2010-9
Singapore,2010-36,3,2010-9
Sri Lanka,2010-36,0,2010-9
Syrian Arab Republic,2010-36,NA,2010-9
Thailand,2010-36,70,2010-9
Turkey,2010-36,NA,2010-9
Viet Nam,2010-36,0,2010-9
Afghanistan,2010-37,0,2010-9
Armenia,2010-37,NA,2010-9
Azerbaijan,2010-37,NA,2010-9
Bahrain,2010-37,NA,2010-9
Bangladesh,2010-37,2,2010-9
Bhutan,2010-37,NA,2010-9
Cambodia,2010-37,37,2010-9
China,2010-37,25,2010-9
Georgia,2010-37,0,2010-9
India,2010-37,161,2010-9
Indonesia,2010-37,0,2010-9
Iran (Islamic Republic of),2010-37,0,2010-9
Iraq,2010-37,0,2010-9
Israel,2010-37,NA,2010-9
Japan,2010-37,8,2010-9
Jordan,2010-37,NA,2010-9
Kazakhstan,2010-37,0,2010-9
Kyrgyzstan,2010-37,0,2010-9
Lao People's Democratic Republic,2010-37,NA,2010-9
Malaysia,2010-37,0,2010-9
Mongolia,2010-37,0,2010-9
Nepal,2010-37,NA,2010-9
Oman,2010-37,4,2010-9
Pakistan,2010-37,0,2010-9
Philippines,2010-37,7,2010-9
Qatar,2010-37,NA,2010-9
Republic of Korea,2010-37,0,2010-9
Singapore,2010-37,7,2010-9
Sri Lanka,2010-37,0,2010-9
Syrian Arab Republic,2010-37,NA,2010-9
Thailand,2010-37,64,2010-9
Turkey,2010-37,NA,2010-9
Viet Nam,2010-37,3,2010-9
Afghanistan,2010-38,0,2010-9
Armenia,2010-38,NA,2010-9
Azerbaijan,2010-38,NA,2010-9
Bahrain,2010-38,NA,2010-9
Bangladesh,2010-38,1,2010-9
Bhutan,2010-38,NA,2010-9
Cambodia,2010-38,26,2010-9
China,2010-38,29,2010-9
Georgia,2010-38,0,2010-9
India,2010-38,91,2010-9
Indonesia,2010-38,1,2010-9
Iran (Islamic Republic of),2010-38,0,2010-9
Iraq,2010-38,0,2010-9
Israel,2010-38,NA,2010-9
Japan,2010-38,14,2010-9
Jordan,2010-38,NA,2010-9
Kazakhstan,2010-38,0,2010-9
Kyrgyzstan,2010-38,0,2010-9
Lao People's Democratic Republic,2010-38,NA,2010-9
Malaysia,2010-38,0,2010-9
Mongolia,2010-38,0,2010-9
Nepal,2010-38,NA,2010-9
Oman,2010-38,7,2010-9
Pakistan,2010-38,0,2010-9
Philippines,2010-38,2,2010-9
Qatar,2010-38,NA,2010-9
Republic of Korea,2010-38,1,2010-9
Singapore,2010-38,7,2010-9
Sri Lanka,2010-38,2,2010-9
Syrian Arab Republic,2010-38,NA,2010-9
Thailand,2010-38,63,2010-9
Turkey,2010-38,0,2010-9
Viet Nam,2010-38,1,2010-9
Afghanistan,2010-39,0,2010-9
Armenia,2010-39,NA,2010-9
Azerbaijan,2010-39,NA,2010-9
Bahrain,2010-39,NA,2010-9
Bangladesh,2010-39,1,2010-9
Bhutan,2010-39,NA,2010-9
Cambodia,2010-39,37,2010-9
China,2010-39,16,2010-9
Georgia,2010-39,0,2010-9
India,2010-39,49,2010-9
Indonesia,2010-39,1,2010-9
Iran (Islamic Republic of),2010-39,0,2010-9
Iraq,2010-39,0,2010-9
Israel,2010-39,NA,2010-9
Japan,2010-39,7,2010-9
Jordan,2010-39,NA,2010-9
Kazakhstan,2010-39,0,2010-9
Kyrgyzstan,2010-39,0,2010-9
Lao People's Democratic Republic,2010-39,NA,2010-9
Malaysia,2010-39,0,2010-9
Mongolia,2010-39,0,2010-9
Nepal,2010-39,NA,2010-9
Oman,2010-39,3,2010-9
Pakistan,2010-39,0,2010-9
Philippines,2010-39,2,2010-9
Qatar,2010-39,NA,2010-9
Republic of Korea,2010-39,0,2010-9
Singapore,2010-39,9,2010-9
Sri Lanka,2010-39,0,2010-9
Syrian Arab Republic,2010-39,NA,2010-9
Thailand,2010-39,67,2010-9
Turkey,2010-39,0,2010-9
Viet Nam,2010-39,4,2010-9
Afghanistan,2010-40,0,2010-10
Armenia,2010-40,0,2010-10
Azerbaijan,2010-40,0,2010-10
Bahrain,2010-40,NA,2010-10
Bangladesh,2010-40,3,2010-10
Bhutan,2010-40,NA,2010-10
Cambodia,2010-40,24,2010-10
China,2010-40,25,2010-10
Georgia,2010-40,0,2010-10
India,2010-40,15,2010-10
Indonesia,2010-40,4,2010-10
Iran (Islamic Republic of),2010-40,1,2010-10
Iraq,2010-40,0,2010-10
Israel,2010-40,0,2010-10
Japan,2010-40,16,2010-10
Jordan,2010-40,NA,2010-10
Kazakhstan,2010-40,NA,2010-10
Kyrgyzstan,2010-40,0,2010-10
Lao People's Democratic Republic,2010-40,NA,2010-10
Malaysia,2010-40,0,2010-10
Mongolia,2010-40,0,2010-10
Nepal,2010-40,NA,2010-10
Oman,2010-40,5,2010-10
Pakistan,2010-40,0,2010-10
Philippines,2010-40,0,2010-10
Qatar,2010-40,NA,2010-10
Republic of Korea,2010-40,1,2010-10
Singapore,2010-40,11,2010-10
Sri Lanka,2010-40,0,2010-10
Syrian Arab Republic,2010-40,NA,2010-10
Thailand,2010-40,18,2010-10
Turkey,2010-40,0,2010-10
Viet Nam,2010-40,2,2010-10
Afghanistan,2010-41,0,2010-10
Armenia,2010-41,NA,2010-10
Azerbaijan,2010-41,NA,2010-10
Bahrain,2010-41,NA,2010-10
Bangladesh,2010-41,1,2010-10
Bhutan,2010-41,NA,2010-10
Cambodia,2010-41,19,2010-10
China,2010-41,12,2010-10
Georgia,2010-41,0,2010-10
India,2010-41,10,2010-10
Indonesia,2010-41,1,2010-10
Iran (Islamic Republic of),2010-41,0,2010-10
Iraq,2010-41,0,2010-10
Israel,2010-41,0,2010-10
Japan,2010-41,9,2010-10
Jordan,2010-41,NA,2010-10
Kazakhstan,2010-41,0,2010-10
Kyrgyzstan,2010-41,0,2010-10
Lao People's Democratic Republic,2010-41,NA,2010-10
Malaysia,2010-41,1,2010-10
Mongolia,2010-41,0,2010-10
Nepal,2010-41,NA,2010-10
Oman,2010-41,7,2010-10
Pakistan,2010-41,0,2010-10
Philippines,2010-41,0,2010-10
Qatar,2010-41,NA,2010-10
Republic of Korea,2010-41,0,2010-10
Singapore,2010-41,15,2010-10
Sri Lanka,2010-41,5,2010-10
Syrian Arab Republic,2010-41,NA,2010-10
Thailand,2010-41,29,2010-10
Turkey,2010-41,0,2010-10
Viet Nam,2010-41,2,2010-10
Afghanistan,2010-42,0,2010-10
Armenia,2010-42,NA,2010-10
Azerbaijan,2010-42,NA,2010-10
Bahrain,2010-42,NA,2010-10
Bangladesh,2010-42,0,2010-10
Bhutan,2010-42,NA,2010-10
Cambodia,2010-42,21,2010-10
China,2010-42,22,2010-10
Georgia,2010-42,0,2010-10
India,2010-42,0,2010-10
Indonesia,2010-42,4,2010-10
Iran (Islamic Republic of),2010-42,0,2010-10
Iraq,2010-42,0,2010-10
Israel,2010-42,1,2010-10
Japan,2010-42,16,2010-10
Jordan,2010-42,NA,2010-10
Kazakhstan,2010-42,0,2010-10
Kyrgyzstan,2010-42,0,2010-10
Lao People's Democratic Republic,2010-42,NA,2010-10
Malaysia,2010-42,0,2010-10
Mongolia,2010-42,0,2010-10
Nepal,2010-42,NA,2010-10
Oman,2010-42,15,2010-10
Pakistan,2010-42,0,2010-10
Philippines,2010-42,0,2010-10
Qatar,2010-42,NA,2010-10
Republic of Korea,2010-42,0,2010-10
Singapore,2010-42,4,2010-10
Sri Lanka,2010-42,10,2010-10
Syrian Arab Republic,2010-42,NA,2010-10
Thailand,2010-42,24,2010-10
Turkey,2010-42,0,2010-10
Viet Nam,2010-42,1,2010-10
Afghanistan,2010-43,0,2010-10
Armenia,2010-43,NA,2010-10
Azerbaijan,2010-43,NA,2010-10
Bahrain,2010-43,NA,2010-10
Bangladesh,2010-43,0,2010-10
Bhutan,2010-43,NA,2010-10
Cambodia,2010-43,24,2010-10
China,2010-43,43,2010-10
Georgia,2010-43,0,2010-10
India,2010-43,8,2010-10
Indonesia,2010-43,2,2010-10
Iran (Islamic Republic of),2010-43,0,2010-10
Iraq,2010-43,0,2010-10
Israel,2010-43,0,2010-10
Japan,2010-43,10,2010-10
Jordan,2010-43,NA,2010-10
Kazakhstan,2010-43,NA,2010-10
Kyrgyzstan,2010-43,0,2010-10
Lao People's Democratic Republic,2010-43,NA,2010-10
Malaysia,2010-43,0,2010-10
Mongolia,2010-43,0,2010-10
Nepal,2010-43,NA,2010-10
Oman,2010-43,2,2010-10
Pakistan,2010-43,0,2010-10
Philippines,2010-43,0,2010-10
Qatar,2010-43,NA,2010-10
Republic of Korea,2010-43,0,2010-10
Singapore,2010-43,4,2010-10
Sri Lanka,2010-43,18,2010-10
Syrian Arab Republic,2010-43,NA,2010-10
Thailand,2010-43,35,2010-10
Turkey,2010-43,0,2010-10
Viet Nam,2010-43,3,2010-10
Afghanistan,2010-44,0,2010-11
Armenia,2010-44,0,2010-11
Azerbaijan,2010-44,NA,2010-11
Bahrain,2010-44,NA,2010-11
Bangladesh,2010-44,0,2010-11
Bhutan,2010-44,NA,2010-11
Cambodia,2010-44,18,2010-11
China,2010-44,8,2010-11
Georgia,2010-44,0,2010-11
India,2010-44,3,2010-11
Indonesia,2010-44,3,2010-11
Iran (Islamic Republic of),2010-44,0,2010-11
Iraq,2010-44,0,2010-11
Israel,2010-44,1,2010-11
Japan,2010-44,19,2010-11
Jordan,2010-44,NA,2010-11
Kazakhstan,2010-44,NA,2010-11
Kyrgyzstan,2010-44,0,2010-11
Lao People's Democratic Republic,2010-44,1,2010-11
Malaysia,2010-44,1,2010-11
Mongolia,2010-44,0,2010-11
Nepal,2010-44,NA,2010-11
Oman,2010-44,4,2010-11
Pakistan,2010-44,0,2010-11
Philippines,2010-44,0,2010-11
Qatar,2010-44,NA,2010-11
Republic of Korea,2010-44,0,2010-11
Singapore,2010-44,6,2010-11
Sri Lanka,2010-44,11,2010-11
Syrian Arab Republic,2010-44,NA,2010-11
Thailand,2010-44,9,2010-11
Turkey,2010-44,0,2010-11
Viet Nam,2010-44,1,2010-11
Afghanistan,2010-45,0,2010-11
Armenia,2010-45,0,2010-11
Azerbaijan,2010-45,0,2010-11
Bahrain,2010-45,NA,2010-11
Bangladesh,2010-45,0,2010-11
Bhutan,2010-45,NA,2010-11
Cambodia,2010-45,9,2010-11
China,2010-45,5,2010-11
Georgia,2010-45,0,2010-11
India,2010-45,0,2010-11
Indonesia,2010-45,5,2010-11
Iran (Islamic Republic of),2010-45,0,2010-11
Iraq,2010-45,0,2010-11
Israel,2010-45,1,2010-11
Japan,2010-45,12,2010-11
Jordan,2010-45,NA,2010-11
Kazakhstan,2010-45,NA,2010-11
Kyrgyzstan,2010-45,0,2010-11
Lao People's Democratic Republic,2010-45,6,2010-11
Malaysia,2010-45,0,2010-11
Mongolia,2010-45,0,2010-11
Nepal,2010-45,NA,2010-11
Oman,2010-45,12,2010-11
Pakistan,2010-45,0,2010-11
Philippines,2010-45,1,2010-11
Qatar,2010-45,NA,2010-11
Republic of Korea,2010-45,1,2010-11
Singapore,2010-45,7,2010-11
Sri Lanka,2010-45,35,2010-11
Syrian Arab Republic,2010-45,NA,2010-11
